"iso3c","date","country","region","income_level","goal","ind_quality"
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","11",0
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","16",0.1
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","2",0.5
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","3",1
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","4",0.833
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","5",0.75
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","8",0.429
"AND",2020,"Andorra","Europe & Central Asia","High income","Combined",0.1
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 1",0.167
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 2",0.062
"AND",2020,"Andorra","Europe & Central Asia","High income","1",0
"AND",2020,"Andorra","Europe & Central Asia","High income","10",0
"AND",2020,"Andorra","Europe & Central Asia","High income","11",0
"AND",2020,"Andorra","Europe & Central Asia","High income","16",0.1
"AND",2020,"Andorra","Europe & Central Asia","High income","2",0
"AND",2020,"Andorra","Europe & Central Asia","High income","3",0.4
"AND",2020,"Andorra","Europe & Central Asia","High income","4",0.583
"AND",2020,"Andorra","Europe & Central Asia","High income","5",0.1
"AND",2020,"Andorra","Europe & Central Asia","High income","8",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Combined",0.24
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 1",0.444
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 2",0.125
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","1",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","10",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","11",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","16",0.1
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","2",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","3",0.6
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","4",0.75
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","5",0.4
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","8",0.143
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Combined",0.4
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 1",0.611
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 2",0.281
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","1",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","10",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","11",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","16",0.4
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","2",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","3",0.8
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","4",0.833
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","5",0.45
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","8",0.714
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Combined",0.56
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 1",0.722
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 2",0.469
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","1",0.625
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","10",0
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","11",0
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","16",0.1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","2",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","3",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","4",0.75
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","5",0.75
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","8",0.857
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Combined",0.04
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 1",0.111
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","1",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","10",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","11",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","16",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","3",0.2
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","4",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","5",0.1
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","8",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Combined",0.12
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 1",0.278
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 2",0.031
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","1",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","10",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","11",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","16",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","2",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","3",0.6
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","4",0.667
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","5",0.1
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","8",0
"AUS",2020,"Australia","East Asia & Pacific","High income","Combined",0.34
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 1",0.667
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 2",0.156
"AUS",2020,"Australia","East Asia & Pacific","High income","1",0.125
"AUS",2020,"Australia","East Asia & Pacific","High income","10",0
"AUS",2020,"Australia","East Asia & Pacific","High income","11",0
"AUS",2020,"Australia","East Asia & Pacific","High income","16",0.4
"AUS",2020,"Australia","East Asia & Pacific","High income","2",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","3",0.8
"AUS",2020,"Australia","East Asia & Pacific","High income","4",0.75
"AUS",2020,"Australia","East Asia & Pacific","High income","5",0.4
"AUS",2020,"Australia","East Asia & Pacific","High income","8",0.429
"AUT",2020,"Austria","Europe & Central Asia","High income","Combined",0.32
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 1",0.5
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 2",0.219
"AUT",2020,"Austria","Europe & Central Asia","High income","1",0.125
"AUT",2020,"Austria","Europe & Central Asia","High income","10",0
"AUT",2020,"Austria","Europe & Central Asia","High income","11",0
"AUT",2020,"Austria","Europe & Central Asia","High income","16",0.1
"AUT",2020,"Austria","Europe & Central Asia","High income","2",0
"AUT",2020,"Austria","Europe & Central Asia","High income","3",0.6
"AUT",2020,"Austria","Europe & Central Asia","High income","4",0.833
"AUT",2020,"Austria","Europe & Central Asia","High income","5",0.4
"AUT",2020,"Austria","Europe & Central Asia","High income","8",0.571
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Combined",0.32
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 1",0.556
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 2",0.188
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","1",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","10",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","11",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","16",0.1
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","2",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","3",0.8
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","4",0.75
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","5",0.3
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","8",0.429
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Combined",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 1",0.667
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 2",0.406
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","1",0.375
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","10",0
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","11",0
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","16",0.2
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","2",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","3",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","4",0.917
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","5",0.55
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","8",0.429
"BEL",2020,"Belgium","Europe & Central Asia","High income","Combined",0.34
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 1",0.556
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 2",0.219
"BEL",2020,"Belgium","Europe & Central Asia","High income","1",0.25
"BEL",2020,"Belgium","Europe & Central Asia","High income","10",0
"BEL",2020,"Belgium","Europe & Central Asia","High income","11",0
"BEL",2020,"Belgium","Europe & Central Asia","High income","16",0.1
"BEL",2020,"Belgium","Europe & Central Asia","High income","2",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","3",0.4
"BEL",2020,"Belgium","Europe & Central Asia","High income","4",0.833
"BEL",2020,"Belgium","Europe & Central Asia","High income","5",0.25
"BEL",2020,"Belgium","Europe & Central Asia","High income","8",0.571
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Combined",0.42
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 1",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 2",0.281
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","1",0.375
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","10",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","11",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","16",0.1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","2",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","3",1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","4",0.833
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","5",0.55
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","8",0.143
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Combined",0.4
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 1",0.667
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 2",0.25
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","1",0.375
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","10",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","11",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","16",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","2",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","3",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","4",0.75
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","5",0.4
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","8",0.429
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Combined",0.42
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 1",0.611
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 2",0.312
"BGD",2020,"Bangladesh","South Asia","Lower middle income","1",0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","10",0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","11",0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","16",0.1
"BGD",2020,"Bangladesh","South Asia","Lower middle income","2",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","3",0.8
"BGD",2020,"Bangladesh","South Asia","Lower middle income","4",0.75
"BGD",2020,"Bangladesh","South Asia","Lower middle income","5",0.65
"BGD",2020,"Bangladesh","South Asia","Lower middle income","8",0.571
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Combined",0.34
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 1",0.556
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 2",0.219
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","1",0.125
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","10",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","11",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","16",0.1
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","2",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","3",0.8
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","4",0.833
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","5",0.4
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","8",0.571
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Combined",0.18
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 1",0.389
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 2",0.062
"BHR",2020,"Bahrain","Middle East & North Africa","High income","1",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","10",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","11",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","16",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","2",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","3",0.6
"BHR",2020,"Bahrain","Middle East & North Africa","High income","4",0.75
"BHR",2020,"Bahrain","Middle East & North Africa","High income","5",0.15
"BHR",2020,"Bahrain","Middle East & North Africa","High income","8",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Combined",0.14
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 1",0.278
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 2",0.062
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","1",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","10",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","11",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","16",0.1
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","2",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","3",0.6
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","4",0.583
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","5",0.1
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","8",0.143
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Combined",0.32
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.219
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","10",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","11",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","16",0.1
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0.6
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.833
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.3
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.429
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.42
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.556
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.344
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","10",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","11",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","16",0.1
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","2",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",0.8
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0.833
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.7
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0.571
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Combined",0.38
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 1",0.611
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 2",0.25
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","1",0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","10",0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","11",0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","16",0.1
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","2",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","3",0.8
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","4",0.833
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","5",0.35
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","8",0.714
"BMU",2020,"Bermuda","North America","High income","Combined",0.06
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.056
"BMU",2020,"Bermuda","North America","High income","Tier 2",0.062
"BMU",2020,"Bermuda","North America","High income","1",0
"BMU",2020,"Bermuda","North America","High income","10",0
"BMU",2020,"Bermuda","North America","High income","11",0
"BMU",2020,"Bermuda","North America","High income","16",0.1
"BMU",2020,"Bermuda","North America","High income","2",0
"BMU",2020,"Bermuda","North America","High income","3",0.2
"BMU",2020,"Bermuda","North America","High income","4",0.583
"BMU",2020,"Bermuda","North America","High income","5",0
"BMU",2020,"Bermuda","North America","High income","8",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.42
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",0.722
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.25
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","10",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","11",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","16",0.1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","2",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0.833
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.55
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0.571
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.38
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",0.611
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.25
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","10",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","11",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","16",0.1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","2",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0.8
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0.75
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0.571
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.26
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.444
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.156
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.125
"BRB",2020,"Barbados","Latin America & Caribbean","High income","10",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","11",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","16",0.1
"BRB",2020,"Barbados","Latin America & Caribbean","High income","2",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0.6
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0.667
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.4
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0.286
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.26
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0.125
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","10",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","11",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","16",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","2",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0.6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0.75
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.2
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0.429
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.22
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.389
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.125
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","10",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","11",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","16",0.1
"BTN",2020,"Bhutan","South Asia","Lower middle income","2",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","3",0.4
"BTN",2020,"Bhutan","South Asia","Lower middle income","4",0.667
"BTN",2020,"Bhutan","South Asia","Lower middle income","5",0.25
"BTN",2020,"Bhutan","South Asia","Lower middle income","8",0.143
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Combined",0.24
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 1",0.5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 2",0.094
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","1",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","10",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","11",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","16",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","2",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","3",0.8
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","4",0.75
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","5",0.2
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","8",0.286
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Combined",0.28
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 1",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 2",0.156
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","1",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","10",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","11",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","16",0.1
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","2",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","3",0.8
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","4",0.667
