"iso3c","date","country","region","income_level","goal","ind_quality"
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","2",0.5
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","3",1
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","4",0.857
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","5",0.615
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","8",0.6
"AND",2020,"Andorra","Europe & Central Asia","High income","Combined",0.205
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 1",0.194
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 2",0.231
"AND",2020,"Andorra","Europe & Central Asia","High income","1",0
"AND",2020,"Andorra","Europe & Central Asia","High income","10",0
"AND",2020,"Andorra","Europe & Central Asia","High income","12",1
"AND",2020,"Andorra","Europe & Central Asia","High income","13",1
"AND",2020,"Andorra","Europe & Central Asia","High income","16",0.333
"AND",2020,"Andorra","Europe & Central Asia","High income","2",0
"AND",2020,"Andorra","Europe & Central Asia","High income","3",0.333
"AND",2020,"Andorra","Europe & Central Asia","High income","4",0.429
"AND",2020,"Andorra","Europe & Central Asia","High income","5",0.077
"AND",2020,"Andorra","Europe & Central Asia","High income","8",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Combined",0.326
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 1",0.4
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 2",0.154
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","1",0.2
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","10",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","12",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","13",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","16",0.333
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","2",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","3",0.6
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","4",0.571
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","5",0.308
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","8",0.2
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Combined",0.512
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 1",0.633
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 2",0.231
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","1",0.4
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","10",1
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","12",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","13",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","16",0.667
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","2",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","3",0.8
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","4",0.571
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","5",0.308
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","8",0.8
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Combined",0.721
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 1",0.7
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 2",0.769
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","1",0.8
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","10",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","12",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","13",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","16",0.667
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","2",0.5
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","3",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","4",0.571
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","5",0.615
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","8",0.8
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Combined",0.045
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 1",0.065
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","1",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","10",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","12",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","13",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","16",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","3",0.167
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","4",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","5",0.077
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","8",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Combined",0.163
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 1",0.2
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 2",0.077
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","1",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","10",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","12",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","13",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","16",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","2",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","3",0.6
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","4",0.429
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","5",0.077
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","8",0
"AUS",2020,"Australia","East Asia & Pacific","High income","Combined",0.465
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 1",0.6
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 2",0.154
"AUS",2020,"Australia","East Asia & Pacific","High income","1",0.4
"AUS",2020,"Australia","East Asia & Pacific","High income","10",0
"AUS",2020,"Australia","East Asia & Pacific","High income","12",0
"AUS",2020,"Australia","East Asia & Pacific","High income","13",0
"AUS",2020,"Australia","East Asia & Pacific","High income","16",0.667
"AUS",2020,"Australia","East Asia & Pacific","High income","2",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","3",0.8
"AUS",2020,"Australia","East Asia & Pacific","High income","4",0.571
"AUS",2020,"Australia","East Asia & Pacific","High income","5",0.385
"AUS",2020,"Australia","East Asia & Pacific","High income","8",0.4
"AUT",2020,"Austria","Europe & Central Asia","High income","Combined",0.581
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 1",0.6
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 2",0.538
"AUT",2020,"Austria","Europe & Central Asia","High income","1",0.6
"AUT",2020,"Austria","Europe & Central Asia","High income","10",1
"AUT",2020,"Austria","Europe & Central Asia","High income","12",1
"AUT",2020,"Austria","Europe & Central Asia","High income","13",1
"AUT",2020,"Austria","Europe & Central Asia","High income","16",0.667
"AUT",2020,"Austria","Europe & Central Asia","High income","2",0
"AUT",2020,"Austria","Europe & Central Asia","High income","3",0.8
"AUT",2020,"Austria","Europe & Central Asia","High income","4",0.714
"AUT",2020,"Austria","Europe & Central Asia","High income","5",0.385
"AUT",2020,"Austria","Europe & Central Asia","High income","8",0.6
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Combined",0.419
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 1",0.533
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 2",0.154
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","1",0.2
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","10",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","12",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","13",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","16",0.667
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","2",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","3",0.8
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","4",0.571
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","5",0.308
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","8",0.4
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Combined",0.558
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 1",0.567
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 2",0.538
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","1",0.2
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","10",0
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","12",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","13",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","16",0.667
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","2",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","3",0.8
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","4",0.857
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","5",0.538
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","8",0.2
"BEL",2020,"Belgium","Europe & Central Asia","High income","Combined",0.512
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 1",0.533
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 2",0.462
"BEL",2020,"Belgium","Europe & Central Asia","High income","1",0.6
"BEL",2020,"Belgium","Europe & Central Asia","High income","10",1
"BEL",2020,"Belgium","Europe & Central Asia","High income","12",1
"BEL",2020,"Belgium","Europe & Central Asia","High income","13",1
"BEL",2020,"Belgium","Europe & Central Asia","High income","16",0.333
"BEL",2020,"Belgium","Europe & Central Asia","High income","2",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","3",0.4
"BEL",2020,"Belgium","Europe & Central Asia","High income","4",0.857
"BEL",2020,"Belgium","Europe & Central Asia","High income","5",0.308
"BEL",2020,"Belgium","Europe & Central Asia","High income","8",0.4
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Combined",0.488
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 1",0.567
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 2",0.308
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","1",0.4
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","10",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","12",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","13",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","16",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","2",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","3",1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","4",0.571
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","5",0.462
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","8",0.2
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Combined",0.512
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 1",0.5
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 2",0.538
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","1",0.4
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","10",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","12",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","13",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","16",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","2",0.5
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","3",0.8
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","4",0.714
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","5",0.385
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","8",0.6
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Combined",0.651
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 1",0.7
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 2",0.538
"BGD",2020,"Bangladesh","South Asia","Lower middle income","1",0.4
"BGD",2020,"Bangladesh","South Asia","Lower middle income","10",1
"BGD",2020,"Bangladesh","South Asia","Lower middle income","12",1
"BGD",2020,"Bangladesh","South Asia","Lower middle income","13",1
"BGD",2020,"Bangladesh","South Asia","Lower middle income","16",0.333
"BGD",2020,"Bangladesh","South Asia","Lower middle income","2",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","3",0.8
"BGD",2020,"Bangladesh","South Asia","Lower middle income","4",0.714
"BGD",2020,"Bangladesh","South Asia","Lower middle income","5",0.615
"BGD",2020,"Bangladesh","South Asia","Lower middle income","8",0.8
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Combined",0.535
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 1",0.533
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 2",0.538
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","1",0.6
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","10",1
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","12",1
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","13",1
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","16",0.667
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","2",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","3",0.6
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","4",0.714
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","5",0.308
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","8",0.6
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Combined",0.349
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 1",0.367
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 2",0.308
"BHR",2020,"Bahrain","Middle East & North Africa","High income","1",0.2
"BHR",2020,"Bahrain","Middle East & North Africa","High income","10",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","12",1
"BHR",2020,"Bahrain","Middle East & North Africa","High income","13",1
"BHR",2020,"Bahrain","Middle East & North Africa","High income","16",0.333
"BHR",2020,"Bahrain","Middle East & North Africa","High income","2",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","3",0.6
"BHR",2020,"Bahrain","Middle East & North Africa","High income","4",0.714
"BHR",2020,"Bahrain","Middle East & North Africa","High income","5",0.154
"BHR",2020,"Bahrain","Middle East & North Africa","High income","8",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Combined",0.163
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 1",0.2
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 2",0.077
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","1",0.2
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","10",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","12",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","13",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","16",0.333
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","2",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","3",0.4
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","4",0.143
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","5",0.077
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","8",0.2
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Combined",0.465
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.385
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0.2
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","10",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","12",1
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","13",1
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","16",0.667
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0.6
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.714
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.308
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.6
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.558
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.633
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.385
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0.4
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","10",1
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","12",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","13",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","16",0.667
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","2",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",0.8
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0.714
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.538
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0.6
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Combined",0.395
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 1",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 2",0.154
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","1",0.2
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","10",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","12",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","13",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","16",0.333
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","2",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","3",0.8
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","4",0.286
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","5",0.385
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","8",0.6
"BMU",2020,"Bermuda","North America","High income","Combined",0.091
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.129
"BMU",2020,"Bermuda","North America","High income","Tier 2",0
"BMU",2020,"Bermuda","North America","High income","1",0.2
"BMU",2020,"Bermuda","North America","High income","10",0
"BMU",2020,"Bermuda","North America","High income","12",0
"BMU",2020,"Bermuda","North America","High income","13",0
"BMU",2020,"Bermuda","North America","High income","16",0.333
"BMU",2020,"Bermuda","North America","High income","2",0
"BMU",2020,"Bermuda","North America","High income","3",0.167
"BMU",2020,"Bermuda","North America","High income","4",0.143
"BMU",2020,"Bermuda","North America","High income","5",0
"BMU",2020,"Bermuda","North America","High income","8",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.512
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",0.633
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.231
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0.4
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","10",1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","12",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","13",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","16",0.667
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","2",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",0.8
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0.429
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.385
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0.8
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.605
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",0.667
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.462
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0.4
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","10",1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","12",1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","13",1
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","16",0.667
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","2",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0.8
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0.571
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.462
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0.8
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.349
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.4
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.231
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.2
"BRB",2020,"Barbados","Latin America & Caribbean","High income","10",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","12",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","13",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","16",0.333
"BRB",2020,"Barbados","Latin America & Caribbean","High income","2",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0.6
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0.429
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.308
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0.6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.372
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0.077
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0.2
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","10",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","12",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","13",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","16",0.333
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","2",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0.6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0.571
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.231
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0.6
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.302
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.3
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.308
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0.6
"BTN",2020,"Bhutan","South Asia","Lower middle income","10",1
"BTN",2020,"Bhutan","South Asia","Lower middle income","12",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","13",0
