iso3c,date,country,region,income_level,goal,sex,ind_quality
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,Combined,BOTHSEX,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,Combined,FEMALE,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,Combined,MALE,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,Combined,NA,0
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,1,NA,0
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,16,BOTHSEX,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,4,BOTHSEX,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,4,FEMALE,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,4,MALE,1
ATG,2020,Antigua and Barbuda,Latin America & Caribbean,High income,8,NA,0
AUS,2020,Australia,East Asia & Pacific,High income,Combined,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,Combined,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,Combined,MALE,1
AUS,2020,Australia,East Asia & Pacific,High income,Combined,NA,0
AUS,2020,Australia,East Asia & Pacific,High income,1,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,1,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,1,MALE,1
AUS,2020,Australia,East Asia & Pacific,High income,1,NA,0
AUS,2020,Australia,East Asia & Pacific,High income,16,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,16,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,16,MALE,1
AUS,2020,Australia,East Asia & Pacific,High income,3,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,3,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,3,MALE,1
AUS,2020,Australia,East Asia & Pacific,High income,4,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,4,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,4,MALE,1
AUS,2020,Australia,East Asia & Pacific,High income,8,BOTHSEX,1
AUS,2020,Australia,East Asia & Pacific,High income,8,FEMALE,1
AUS,2020,Australia,East Asia & Pacific,High income,8,MALE,1
AUT,2020,Austria,Europe & Central Asia,High income,Combined,BOTHSEX,1
AUT,2020,Austria,Europe & Central Asia,High income,Combined,FEMALE,1
AUT,2020,Austria,Europe & Central Asia,High income,Combined,MALE,1
AUT,2020,Austria,Europe & Central Asia,High income,Combined,NA,0
AUT,2020,Austria,Europe & Central Asia,High income,1,BOTHSEX,1
AUT,2020,Austria,Europe & Central Asia,High income,1,NA,0
AUT,2020,Austria,Europe & Central Asia,High income,16,BOTHSEX,1
AUT,2020,Austria,Europe & Central Asia,High income,16,FEMALE,1
AUT,2020,Austria,Europe & Central Asia,High income,16,MALE,1
AUT,2020,Austria,Europe & Central Asia,High income,4,BOTHSEX,1
AUT,2020,Austria,Europe & Central Asia,High income,4,FEMALE,1
AUT,2020,Austria,Europe & Central Asia,High income,4,MALE,1
AUT,2020,Austria,Europe & Central Asia,High income,8,BOTHSEX,1
AUT,2020,Austria,Europe & Central Asia,High income,8,FEMALE,1
AUT,2020,Austria,Europe & Central Asia,High income,8,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,Combined,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,Combined,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,Combined,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,Combined,NA,0.5
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,1,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,1,NA,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,16,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,16,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,16,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,3,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,3,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,3,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,4,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,4,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,4,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,5,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,5,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,5,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,8,BOTHSEX,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,8,FEMALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,8,MALE,1
AZE,2020,Azerbaijan,Europe & Central Asia,Upper middle income,8,NA,0
BDI,2020,Burundi,Sub-Saharan Africa,Low income,Combined,BOTHSEX,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,Combined,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,Combined,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,Combined,NA,0.5
BDI,2020,Burundi,Sub-Saharan Africa,Low income,1,NA,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,16,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,16,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,3,BOTHSEX,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,3,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,3,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,4,BOTHSEX,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,4,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,4,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,5,BOTHSEX,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,5,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,5,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,8,BOTHSEX,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,8,FEMALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,8,MALE,1
BDI,2020,Burundi,Sub-Saharan Africa,Low income,8,NA,0
BEL,2020,Belgium,Europe & Central Asia,High income,Combined,BOTHSEX,1
BEL,2020,Belgium,Europe & Central Asia,High income,Combined,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,Combined,MALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,Combined,NA,0
BEL,2020,Belgium,Europe & Central Asia,High income,1,BOTHSEX,1
BEL,2020,Belgium,Europe & Central Asia,High income,1,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,1,MALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,1,NA,0
BEL,2020,Belgium,Europe & Central Asia,High income,16,BOTHSEX,1
BEL,2020,Belgium,Europe & Central Asia,High income,16,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,16,MALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,4,BOTHSEX,1
BEL,2020,Belgium,Europe & Central Asia,High income,4,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,4,MALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,5,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,5,MALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,8,BOTHSEX,1
BEL,2020,Belgium,Europe & Central Asia,High income,8,FEMALE,1
BEL,2020,Belgium,Europe & Central Asia,High income,8,MALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,Combined,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,Combined,FEMALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,Combined,MALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,Combined,NA,0.5
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,1,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,1,NA,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,16,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,3,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,3,FEMALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,3,MALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,4,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,4,FEMALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,4,MALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,8,BOTHSEX,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,8,FEMALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,8,MALE,1
BEN,2020,Benin,Sub-Saharan Africa,Lower middle income,8,NA,0
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,Combined,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,Combined,FEMALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,Combined,MALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,Combined,NA,0.5
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,1,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,1,NA,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,16,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,3,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,3,FEMALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,3,MALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,4,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,4,FEMALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,4,MALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,8,BOTHSEX,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,8,FEMALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,8,MALE,1
BFA,2020,Burkina Faso,Sub-Saharan Africa,Low income,8,NA,0
BGD,2020,Bangladesh,South Asia,Lower middle income,Combined,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,Combined,FEMALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,Combined,MALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,Combined,NA,0.5
BGD,2020,Bangladesh,South Asia,Lower middle income,1,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,1,NA,1
BGD,2020,Bangladesh,South Asia,Lower middle income,16,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,4,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,4,FEMALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,4,MALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,5,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,5,FEMALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,5,MALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,8,BOTHSEX,1
BGD,2020,Bangladesh,South Asia,Lower middle income,8,FEMALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,8,MALE,1
BGD,2020,Bangladesh,South Asia,Lower middle income,8,NA,0
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,Combined,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,Combined,FEMALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,Combined,MALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,Combined,NA,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,1,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,1,NA,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,16,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,16,FEMALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,16,MALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,3,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,3,FEMALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,3,MALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,4,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,4,FEMALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,4,MALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,8,BOTHSEX,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,8,FEMALE,1
BGR,2020,Bulgaria,Europe & Central Asia,Upper middle income,8,MALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,Combined,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,Combined,FEMALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,Combined,MALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,Combined,NA,0
BHR,2020,Bahrain,Middle East & North Africa,High income,1,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,1,NA,0
BHR,2020,Bahrain,Middle East & North Africa,High income,16,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,4,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,4,FEMALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,4,MALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,5,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,5,FEMALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,5,MALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,8,BOTHSEX,1
BHR,2020,Bahrain,Middle East & North Africa,High income,8,FEMALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,8,MALE,1
BHR,2020,Bahrain,Middle East & North Africa,High income,8,NA,0
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,Combined,BOTHSEX,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,Combined,FEMALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,Combined,MALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,Combined,NA,0
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,1,BOTHSEX,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,1,NA,0
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,16,BOTHSEX,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,16,FEMALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,16,MALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,8,BOTHSEX,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,8,FEMALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,8,MALE,1
BHS,2020,"Bahamas, The",Latin America & Caribbean,High income,8,NA,0
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Combined,BOTHSEX,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Combined,FEMALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Combined,MALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,Combined,NA,0.5
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1,BOTHSEX,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,1,NA,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,16,BOTHSEX,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,16,FEMALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,16,MALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,4,BOTHSEX,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,4,FEMALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,4,MALE,1
BIH,2020,Bosnia and Herzegovina,Europe & Central Asia,Upper middle income,8,BOTHSEX,1
