"iso3c","date","country","region","income_level","goal","ind_quality"
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.222
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.091
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.2
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.15
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.222
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.091
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0.5
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.2
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Combined",0.1
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 1",0.222
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","Tier 2",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","1",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","3",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","4",0
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","5",0.1
"BLZ",2020,"Belize","Latin America & Caribbean","Lower middle income","8",0
"BMU",2020,"Bermuda","North America","High income","Combined",0.05
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.111
"BMU",2020,"Bermuda","North America","High income","Tier 2",0
"BMU",2020,"Bermuda","North America","High income","1",0.5
"BMU",2020,"Bermuda","North America","High income","3",0
"BMU",2020,"Bermuda","North America","High income","4",0
"BMU",2020,"Bermuda","North America","High income","5",0
"BMU",2020,"Bermuda","North America","High income","8",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.2
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",0.222
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.182
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.3
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.15
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",0.222
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.091
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.2
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.15
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.222
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.091
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.5
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.2
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.1
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.222
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.1
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.2
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.333
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.091
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","3",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","4",0.667
"BTN",2020,"Bhutan","South Asia","Lower middle income","5",0.1
"BTN",2020,"Bhutan","South Asia","Lower middle income","8",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Combined",0.1
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 1",0.222
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 2",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","1",0.5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","3",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","4",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","5",0.1
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","8",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Combined",0.1
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 1",0.222
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 2",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","1",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","3",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","4",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","5",0.1
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","8",0
"CAN",2020,"Canada","North America","High income","Combined",0.1
"CAN",2020,"Canada","North America","High income","Tier 1",0.222
"CAN",2020,"Canada","North America","High income","Tier 2",0
"CAN",2020,"Canada","North America","High income","1",0.5
"CAN",2020,"Canada","North America","High income","3",0
"CAN",2020,"Canada","North America","High income","4",0
"CAN",2020,"Canada","North America","High income","5",0.1
"CAN",2020,"Canada","North America","High income","8",0
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Combined",0.2
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 1",0.222
"CHE",2020,"Switzerland","Europe & Central Asia","High income","Tier 2",0.182
"CHE",2020,"Switzerland","Europe & Central Asia","High income","1",0.5
"CHE",2020,"Switzerland","Europe & Central Asia","High income","3",0
"CHE",2020,"Switzerland","Europe & Central Asia","High income","4",0
"CHE",2020,"Switzerland","Europe & Central Asia","High income","5",0.3
"CHE",2020,"Switzerland","Europe & Central Asia","High income","8",0
"CHL",2020,"Chile","Latin America & Caribbean","High income","Combined",0.15
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 1",0.222
"CHL",2020,"Chile","Latin America & Caribbean","High income","Tier 2",0.091
"CHL",2020,"Chile","Latin America & Caribbean","High income","1",0.5
"CHL",2020,"Chile","Latin America & Caribbean","High income","3",0
"CHL",2020,"Chile","Latin America & Caribbean","High income","4",0
"CHL",2020,"Chile","Latin America & Caribbean","High income","5",0.2
"CHL",2020,"Chile","Latin America & Caribbean","High income","8",0
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Combined",0.15
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Tier 1",0.222
"CHN",2020,"China","East Asia & Pacific","Upper middle income","Tier 2",0.091
"CHN",2020,"China","East Asia & Pacific","Upper middle income","1",0.5
"CHN",2020,"China","East Asia & Pacific","Upper middle income","3",0
"CHN",2020,"China","East Asia & Pacific","Upper middle income","4",0
"CHN",2020,"China","East Asia & Pacific","Upper middle income","5",0.2
"CHN",2020,"China","East Asia & Pacific","Upper middle income","8",0
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","Combined",0.1
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","Tier 1",0.111
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","Tier 2",0.091
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","1",0
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","3",0
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","4",0
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","5",0.2
"CIV",2020,"Cote d'Ivoire","Sub-Saharan Africa","Lower middle income","8",0
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","Combined",0.15
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","Tier 1",0.222
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","Tier 2",0.091
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","1",0.5
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","3",0
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","4",0
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","5",0.2
"CMR",2020,"Cameroon","Sub-Saharan Africa","Lower middle income","8",0
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","Combined",0.1
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","Tier 1",0.222
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","Tier 2",0
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","1",0.5
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","3",0
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","4",0
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","5",0.1
"COD",2020,"Congo, Dem. Rep.","Sub-Saharan Africa","Low income","8",0
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","Combined",0.05
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","Tier 1",0.111
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","Tier 2",0
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","1",0
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","3",0
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","4",0
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","5",0.1
"COG",2020,"Congo, Rep.","Sub-Saharan Africa","Lower middle income","8",0
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","Combined",0.15
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","Tier 1",0.222
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","Tier 2",0.091
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","1",0.5
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","3",0
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","4",0
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","5",0.2
"COL",2020,"Colombia","Latin America & Caribbean","Upper middle income","8",0
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","Combined",0.05
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","Tier 1",0.111
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","Tier 2",0
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","1",0
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","3",0
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","4",0
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","5",0.1
"COM",2020,"Comoros","Sub-Saharan Africa","Lower middle income","8",0
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","Combined",0.15
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","Tier 1",0.222
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","Tier 2",0.091
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","1",0.5
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","3",0
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","4",0
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","5",0.2
"CPV",2020,"Cabo Verde","Sub-Saharan Africa","Lower middle income","8",0
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","Combined",0.2
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","Tier 1",0.222
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","Tier 2",0.182
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","1",0.5
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","3",0
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","4",0
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","5",0.3
"CRI",2020,"Costa Rica","Latin America & Caribbean","Upper middle income","8",0
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","Combined",0.1
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","Tier 1",0.222
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","Tier 2",0
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","1",0.5
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","3",0
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","4",0
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","5",0.1
"CUB",2020,"Cuba","Latin America & Caribbean","Upper middle income","8",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","Combined",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","Tier 1",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","Tier 2",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","1",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","3",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","4",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","5",0
"CUW",2020,"Curacao","Latin America & Caribbean","High income","8",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","Combined",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","Tier 1",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","Tier 2",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","1",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","3",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","4",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","5",0
"CYM",2020,"Cayman Islands","Latin America & Caribbean","High income","8",0
"CYP",2020,"Cyprus","Europe & Central Asia","High income","Combined",0.15
