"iso3c","date","country","region","income_level","goal","ind_quality"
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","5",0.769
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income","8",0.5
"ALB",2020,"Albania","Europe & Central Asia","Upper middle income",NA,0
"AND",2020,"Andorra","Europe & Central Asia","High income","Combined",0.111
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 1",0.167
"AND",2020,"Andorra","Europe & Central Asia","High income","Tier 2",0.077
"AND",2020,"Andorra","Europe & Central Asia","High income","1",0
"AND",2020,"Andorra","Europe & Central Asia","High income","10",0
"AND",2020,"Andorra","Europe & Central Asia","High income","16",0.2
"AND",2020,"Andorra","Europe & Central Asia","High income","2",0
"AND",2020,"Andorra","Europe & Central Asia","High income","3",0.4
"AND",2020,"Andorra","Europe & Central Asia","High income","4",0.167
"AND",2020,"Andorra","Europe & Central Asia","High income","5",0.077
"AND",2020,"Andorra","Europe & Central Asia","High income","8",0
"AND",2020,"Andorra","Europe & Central Asia","High income",NA,0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Combined",0.267
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 1",0.444
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","Tier 2",0.154
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","1",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","10",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","16",0.2
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","2",0
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","3",0.6
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","4",0.5
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","5",0.308
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income","8",0.167
"ARE",2020,"United Arab Emirates","Middle East & North Africa","High income",NA,0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Combined",0.467
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 1",0.611
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","Tier 2",0.385
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","1",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","10",0
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","16",0.4
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","2",0.5
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","3",0.8
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","4",0.833
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","5",0.385
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income","8",0.667
"ARG",2020,"Argentina","Latin America & Caribbean","Upper middle income",NA,0
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Combined",0.622
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 1",0.722
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","Tier 2",0.577
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","1",0.5
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","10",0
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","16",0.2
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","2",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","3",1
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","4",0.5
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","5",0.692
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income","8",0.833
"ARM",2020,"Armenia","Europe & Central Asia","Upper middle income",NA,0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Combined",0.044
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 1",0.111
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","Tier 2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","1",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","10",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","16",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","2",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","3",0.2
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","4",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","5",0.077
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income","8",0
"ASM",2020,"American Samoa","East Asia & Pacific","Upper middle income",NA,0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Combined",0.133
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 1",0.278
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","Tier 2",0.038
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","1",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","10",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","16",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","2",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","3",0.6
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","4",0.333
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","5",0.077
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income","8",0
"ATG",2020,"Antigua and Barbuda","Latin America & Caribbean","High income",NA,0
"AUS",2020,"Australia","East Asia & Pacific","High income","Combined",0.422
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 1",0.667
"AUS",2020,"Australia","East Asia & Pacific","High income","Tier 2",0.269
"AUS",2020,"Australia","East Asia & Pacific","High income","1",0.167
"AUS",2020,"Australia","East Asia & Pacific","High income","10",0
"AUS",2020,"Australia","East Asia & Pacific","High income","16",0.4
"AUS",2020,"Australia","East Asia & Pacific","High income","2",0.5
"AUS",2020,"Australia","East Asia & Pacific","High income","3",0.8
"AUS",2020,"Australia","East Asia & Pacific","High income","4",0.833
"AUS",2020,"Australia","East Asia & Pacific","High income","5",0.308
"AUS",2020,"Australia","East Asia & Pacific","High income","8",0.333
"AUS",2020,"Australia","East Asia & Pacific","High income",NA,0
"AUT",2020,"Austria","Europe & Central Asia","High income","Combined",0.378
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 1",0.5
"AUT",2020,"Austria","Europe & Central Asia","High income","Tier 2",0.308
"AUT",2020,"Austria","Europe & Central Asia","High income","1",0.167
"AUT",2020,"Austria","Europe & Central Asia","High income","10",0
"AUT",2020,"Austria","Europe & Central Asia","High income","16",0.2
"AUT",2020,"Austria","Europe & Central Asia","High income","2",0
"AUT",2020,"Austria","Europe & Central Asia","High income","3",0.6
"AUT",2020,"Austria","Europe & Central Asia","High income","4",0.833
"AUT",2020,"Austria","Europe & Central Asia","High income","5",0.308
"AUT",2020,"Austria","Europe & Central Asia","High income","8",0.5
"AUT",2020,"Austria","Europe & Central Asia","High income",NA,0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Combined",0.378
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 1",0.611
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","Tier 2",0.231
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","1",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","10",0
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","16",0.2
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","2",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","3",0.8
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","4",0.5
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","5",0.462
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income","8",0.333
"AZE",2020,"Azerbaijan","Europe & Central Asia","Upper middle income",NA,0
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Combined",0.556
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 1",0.667
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","Tier 2",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","1",0.167
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","10",0
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","16",0.4
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","2",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","3",1
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","4",0.833
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","5",0.615
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income","8",0.5
"BDI",2020,"Burundi","Sub-Saharan Africa","Low income",NA,0
"BEL",2020,"Belgium","Europe & Central Asia","High income","Combined",0.422
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 1",0.556
"BEL",2020,"Belgium","Europe & Central Asia","High income","Tier 2",0.346
"BEL",2020,"Belgium","Europe & Central Asia","High income","1",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","10",0
"BEL",2020,"Belgium","Europe & Central Asia","High income","16",0.2
"BEL",2020,"Belgium","Europe & Central Asia","High income","2",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income","3",0.4
"BEL",2020,"Belgium","Europe & Central Asia","High income","4",0.833
"BEL",2020,"Belgium","Europe & Central Asia","High income","5",0.308
"BEL",2020,"Belgium","Europe & Central Asia","High income","8",0.5
"BEL",2020,"Belgium","Europe & Central Asia","High income",NA,0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Combined",0.533
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 1",0.778
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","Tier 2",0.385
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","1",0.333
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","10",0
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","16",0.2
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","2",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","3",1
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","4",0.667
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","5",0.615
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income","8",0.5
"BEN",2020,"Benin","Sub-Saharan Africa","Lower middle income",NA,0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Combined",0.444
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 1",0.667
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","Tier 2",0.308
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","1",0.167
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","10",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","16",0
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","2",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","3",1
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","4",0.5
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","5",0.462
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income","8",0.5
"BFA",2020,"Burkina Faso","Sub-Saharan Africa","Low income",NA,0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Combined",0.489
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 1",0.611
"BGD",2020,"Bangladesh","South Asia","Lower middle income","Tier 2",0.423
"BGD",2020,"Bangladesh","South Asia","Lower middle income","1",0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","10",0
"BGD",2020,"Bangladesh","South Asia","Lower middle income","16",0.2
"BGD",2020,"Bangladesh","South Asia","Lower middle income","2",0.5
"BGD",2020,"Bangladesh","South Asia","Lower middle income","3",0.8
"BGD",2020,"Bangladesh","South Asia","Lower middle income","4",0.667
"BGD",2020,"Bangladesh","South Asia","Lower middle income","5",0.615
"BGD",2020,"Bangladesh","South Asia","Lower middle income","8",0.667
"BGD",2020,"Bangladesh","South Asia","Lower middle income",NA,0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Combined",0.378
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 1",0.556
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","Tier 2",0.269
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","1",0.167
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","10",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","16",0.2
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","2",0
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","3",0.8
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","4",0.667
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","5",0.308
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income","8",0.5
"BGR",2020,"Bulgaria","Europe & Central Asia","Upper middle income",NA,0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Combined",0.222
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 1",0.444
"BHR",2020,"Bahrain","Middle East & North Africa","High income","Tier 2",0.077
"BHR",2020,"Bahrain","Middle East & North Africa","High income","1",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","10",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","16",0
"BHR",2020,"Bahrain","Middle East & North Africa","High income","2",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","3",0.6
"BHR",2020,"Bahrain","Middle East & North Africa","High income","4",0.5
"BHR",2020,"Bahrain","Middle East & North Africa","High income","5",0.154
"BHR",2020,"Bahrain","Middle East & North Africa","High income","8",0.167
"BHR",2020,"Bahrain","Middle East & North Africa","High income",NA,0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Combined",0.156
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 1",0.278
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","Tier 2",0.077
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","1",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","10",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","16",0.2
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","2",0
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","3",0.6
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","4",0.167
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","5",0.077
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income","8",0.167
"BHS",2020,"Bahamas, The","Latin America & Caribbean","High income",NA,0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Combined",0.422
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 1",0.611
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","Tier 2",0.308
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","1",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","10",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","16",0.2
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","2",0
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","3",0.8
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","4",0.833
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","5",0.462
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income","8",0.5
"BIH",2020,"Bosnia and Herzegovina","Europe & Central Asia","Upper middle income",NA,0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Combined",0.511
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 1",0.611
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","Tier 2",0.462
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","1",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","10",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","16",0.2
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","2",0
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","3",1
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","4",0.667
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","5",0.692
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income","8",0.667
"BLR",2020,"Belarus","Europe & Central Asia","Upper middle income",NA,0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Combined",0.422
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 1",0.611
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","Tier 2",0.308
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","1",0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","10",0
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","16",0.2
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","2",0.5
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","3",0.8
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","4",0.667
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","5",0.385
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income","8",0.667
"BLZ",2020,"Belize","Latin America & Caribbean","Upper middle income",NA,0
"BMU",2020,"Bermuda","North America","High income","Combined",0.089
"BMU",2020,"Bermuda","North America","High income","Tier 1",0.111
"BMU",2020,"Bermuda","North America","High income","Tier 2",0.077
"BMU",2020,"Bermuda","North America","High income","1",0
"BMU",2020,"Bermuda","North America","High income","10",0
"BMU",2020,"Bermuda","North America","High income","16",0.2
"BMU",2020,"Bermuda","North America","High income","2",0
"BMU",2020,"Bermuda","North America","High income","3",0.2
"BMU",2020,"Bermuda","North America","High income","4",0.333
"BMU",2020,"Bermuda","North America","High income","5",0
"BMU",2020,"Bermuda","North America","High income","8",0
"BMU",2020,"Bermuda","North America","High income",NA,0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Combined",0.489
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 1",0.778
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","Tier 2",0.308
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","1",0.167
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","10",0
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","16",0.2
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","2",0.5
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","3",1
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","4",0.667
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","5",0.462
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income","8",0.667
"BOL",2020,"Bolivia","Latin America & Caribbean","Lower middle income",NA,0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Combined",0.467
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 1",0.667
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","Tier 2",0.346
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","1",0.167
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","10",0
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","16",0.2
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","2",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","3",0.8
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","4",0.5
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","5",0.462
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income","8",0.833
"BRA",2020,"Brazil","Latin America & Caribbean","Upper middle income",NA,0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Combined",0.378
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 1",0.556
"BRB",2020,"Barbados","Latin America & Caribbean","High income","Tier 2",0.269
"BRB",2020,"Barbados","Latin America & Caribbean","High income","1",0.167
"BRB",2020,"Barbados","Latin America & Caribbean","High income","10",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","16",0.2
"BRB",2020,"Barbados","Latin America & Caribbean","High income","2",0
"BRB",2020,"Barbados","Latin America & Caribbean","High income","3",0.8
"BRB",2020,"Barbados","Latin America & Caribbean","High income","4",0.5
"BRB",2020,"Barbados","Latin America & Caribbean","High income","5",0.385
"BRB",2020,"Barbados","Latin America & Caribbean","High income","8",0.5
"BRB",2020,"Barbados","Latin America & Caribbean","High income",NA,0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Combined",0.289
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 1",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","Tier 2",0.154
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","1",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","10",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","16",0
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","2",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","3",0.6
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","4",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","5",0.231
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income","8",0.5
"BRN",2020,"Brunei Darussalam","East Asia & Pacific","High income",NA,0
"BTN",2020,"Bhutan","South Asia","Lower middle income","Combined",0.244
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 1",0.389
"BTN",2020,"Bhutan","South Asia","Lower middle income","Tier 2",0.154
"BTN",2020,"Bhutan","South Asia","Lower middle income","1",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","10",0
"BTN",2020,"Bhutan","South Asia","Lower middle income","16",0.2
"BTN",2020,"Bhutan","South Asia","Lower middle income","2",0.5
"BTN",2020,"Bhutan","South Asia","Lower middle income","3",0.4
"BTN",2020,"Bhutan","South Asia","Lower middle income","4",0.333
"BTN",2020,"Bhutan","South Asia","Lower middle income","5",0.308
"BTN",2020,"Bhutan","South Asia","Lower middle income","8",0.167
"BTN",2020,"Bhutan","South Asia","Lower middle income",NA,0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Combined",0.267
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 1",0.5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","Tier 2",0.115
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","1",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","10",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","16",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","2",0
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","3",0.8
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","4",0.5
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","5",0.231
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income","8",0.333
"BWA",2020,"Botswana","Sub-Saharan Africa","Upper middle income",NA,0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Combined",0.333
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 1",0.556
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","Tier 2",0.192
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","1",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","10",0
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","16",0.2
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","2",0.5
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","3",0.8
"CAF",2020,"Central African Republic","Sub-Saharan Africa","Low income","4",0.5
