Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Age],[Location],[Nature],[Observation Status],[Reporting Type],[Sex],[Units]
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2018","49","2018","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2018","48","2018","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2018","50","2018","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2018","52","2018","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2019","49","2019","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2019","46","2019","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2019","46","2019","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2019","47","2019","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2020","42","2020","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2020","45","2020","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2020","43","2020","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","8","Albania","2020","48","2020","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","24","Angola","2015","64","2015","","","","","Instituto Nacional de Estatística","","Data source: IIMS 2015-2016 ; Topics included: health, education, employment, and quality of life; Overall number of indicators: 16; Official publication: Pobreza Multidimensional em Angola","<10Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","24","Angola","2015","54","2015","","","","","Instituto Nacional de Estatística","","Data source: IIMS 2015-2016 ; Topics included: health, education, employment, and quality of life; Overall number of indicators: 16; Official publication: Pobreza Multidimensional em Angola","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","24","Angola","2015","35","2015","","","","","Instituto Nacional de Estatística","","Data source: IIMS 2015-2016 ; Topics included: health, education, employment, and quality of life; Overall number of indicators: 16; Official publication: Pobreza Multidimensional em Angola","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","24","Angola","2015","88","2015","","","","","Instituto Nacional de Estatística","","Data source: IIMS 2015-2016 ; Topics included: health, education, employment, and quality of life; Overall number of indicators: 16; Official publication: Pobreza Multidimensional em Angola","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","21","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","17","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","16","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","19","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","21","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2010","22","2010","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<18Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","18","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","MALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","21","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","20","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","FEMALE","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","16","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","RURAL","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","23","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2011","19","2011","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2012","21","2012","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","URBAN","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2012","19","2012","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","ALLAGE","ALLAREA","C","A","G","BOTHSEX","PERCENT"
"1","1.2","1.2.2","SD_MDP_MUHC","Proportion of population living in multidimensional poverty (%)","40","Austria","2012","22","2012","","","","","EUROSTAT","","Data source: EUROPEAN UNION STATISTICS ON INCOME AND LIVING CONDITIONS; Topics included: Income, material deprivation and work intensity; Overall number of indicators: 3; Official publication: https://ec.europa.eu/eurostat/databrowser/view/ilc_peps01/default/table?lang=en

https://ec.europa.eu/eurostat/documents/3217494/9940483/KS-02-19-165-EN-N.pdf; Methodological documentation: https://ec.europa.eu/eurostat/statistics-explained/index.php/EU_statistics_on_income_and_living_conditions_(EU-SILC)_methodology_-_Europe_2020_target_on_poverty_and_social_exclusion","<16Y","ALLAREA","C","A","G","BOTHSEX","PERCENT"
