Goal,Target,Indicator,SeriesCode,SeriesDescription,GeoAreaCode,GeoAreaName,TimePeriod,Value,Time_Detail,TimeCoverage,UpperBound,LowerBound,BasePeriod,Source,GeoInfoUrl,FootNote,[Nature],[Observation Status],[Reporting Type],[Units]
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","136","Cayman Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","140","Central African Republic","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","142","Asia","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","143","Central Asia","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","144","Sri Lanka","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","145","Western Asia","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","148","Chad","2014","38.4","2014","","","","","Demographic and Health Survey","","(1) Woman/Man in agricultural population owns agricultural land  if W/M report they own land (whether agricultural or non-agricultural. only one category) either alone or jointly and at least one member of the Householdd owns agricultural land (2) Household","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","150","Europe","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","151","Eastern Europe","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","152","Chile","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","154","Northern Europe","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","155","Western Europe","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","156","China","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","162","Christmas Island","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","166","Cocos (Keeling) Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","170","Colombia","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","174","Comoros","2012","52.2","2012","","","","","Demographic and Health Survey","","(1) Woman/Man in agricultural population owns agricultural land  if W/M report they own land (whether agricultural or non-agricultural. only one category) either alone or jointly and at least one member of the Householdd owns agricultural land (2) Household","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","175","Mayotte","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","178","Congo","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","180","Democratic Republic of the Congo","2014","45.3","2014","","","","","Demographic and Health Survey","","(1) Woman/Man in agricultural population owns agricultural land  if W/M report they own land (whether agricultural or non-agricultural. only one category) either alone or jointly and at least one member of the Householdd owns agricultural land (2) Household","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","184","Cook Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","188","Costa Rica","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","191","Croatia","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","192","Cuba","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","196","Cyprus","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","199","Least Developed Countries (LDCs)","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","202","Sub-Saharan Africa","2015","NaN","2015","","","","","NA","","NaN = Value cannot be calculated","N","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","203","Czechia","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","204","Benin","2019","14.9","2019","","","","","EnquÃªte HarmonisÃ©e sur les conditions de vie des mÃ©nages (WAEMU)","","Self-reported ownership is used for the estimates","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","208","Denmark","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","212","Dominica","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","214","Dominican Republic","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","218","Ecuador","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","222","El Salvador","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","226","Equatorial Guinea","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","231","Ethiopia","2014","49","2014","","","","","Ethiopian Rural Socio-economic Survey","","The individual is listed as owner/ holder of use rights over the parcel if her/his name is listed in the certificate of the parcel or has the right to sell the parcel.","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","231","Ethiopia","2016","51.4","2016","","","","","Ethiopian Rural Socio-economic Survey","","The individual is listed as owner/ holder of use rights over the parcel if her/his name is listed in the certificate of the parcel or has the right to sell the parcel.","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","231","Ethiopia","2019","50.4","2019","","","","","Ethiopian Rural Socio-economic Survey","","The individual is listed as owner/ holder of use rights over the parcel if her/his name is listed in the documents of the parcel or has the right to sell or to has the right to bequeath the parcel.","E","A","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","232","Eritrea","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","233","Estonia","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","234","Faroe Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","238","Falkland Islands (Malvinas)","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","239","South Georgia and the South Sandwich Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","242","Fiji","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","246","Finland","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","248","Åland Islands","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","250","France","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","254","French Guiana","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","258","French Polynesia","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","260","French Southern Territories","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","262","Djibouti","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
"5","5.a","5.a.1","SP_GNP_WNOWNS","Share of women among owners or rights-bearers of agricultural land, by type of tenure (%)","266","Gabon","2015","NaN","2015","","","","","NA","","NaN = A figure was not provided","NA","O","G","PERCENT"
